Length;Fraction;S;T;Time
366;0.000000000000000000000000000000000000877568909772376253916807020434148114859200179011582177308327116022919042593444676549751091318174787803658437796450551229243051285132880976530336195909759087105795939354243145893727117156279147167620559253488943279607024471942307799079819390387932999184284143104954919981475433766570711678258061715309321998962350161094987125293940;423311792432266778308341939535777277450935742346022228705354022779598712829500442391933433980450217556719126554954061096354458961523089885617622671;482368720813121505789422865687594296928146216066603772656898858387406204225954216366190179333508645553400355870507621338283138510269225919571033988205044047497907793599798495486856567;12.906250
367;0.0000000000000000000000000000000000004398723135328529985501447764152635660045591494675183112115932938527536657813332655771944047289556305929750670404968809714248468525858885929710453388003355552455726623601976369449348237435431222144257288268060697533097010186474762285803462161431905255470364999255353403128269499777398299485171107575515369952576501830360316529066405;946794891104242523865190215944199803768464787148692902474944903217674417446145858699214616048887100674142788944207251831434896319457798769045511715;2152431198726783937071167358525701634681281100698420423338842063759694926077766468521175360772731084768295797064613203381113952251122096571944723394257835788681041074942068287594485108;12.734375
368;0.00000000000000000000000000000000000059171877236629225264292495371049474471029190491109809079151725592299656143180121168193275051731830082655819898877514162174323002688626787866087014957297128057742866089206417513718959765648344068963284245852026454078293968353319224074915417041005657936076383143509769464421809338589013855003051850042813563035970818200632730956357073;203218080039960385500429434807681548264731490893089806446623730425165329032608112191350333506721550062787593533635278884238646795755429070288275841;343436932425328054120919500155597080515016400450495093466107495940395199262495802104547351786781333127305666779561198553209980338814604022792806347854298292996130883991939608805969657;11.156250
369;0.000000000000000000000000000000000000291787453582717265103254163647645413596352911854636188418370046042950422273917387644959157065364487172453610993890907197043980856098239243438419137748883222277488901115204037298557372431951294709871802312520324049864399553868050395524844798488887058086109419156207355369602770016066818505943460832502089359580880529090515158243952015;4743039585064528166918336626235453841418100876182615593325992038850413848966902929479374118984545628346051872486603545897781758533027569323821085933;16255118329547878366087316338737179801235358598764148021112091416608554567110012874097900600663484848734793607443947393669451791325906778276610347038093349559615181066803626387280508626;11.953125
370;0.0000000000000000000000000000000000000522219553565608412819284758001532272975254563005361561641524143366199984675265984612407033583782117392737831334928275119977520003729559909510892905175597284609446529081655889155067269024195131425115647186629099999405872839014196896081510721013364957680157772428602014977932812607257661174152672596779357986070273832447801828336574324;119312688962750628751726112009506543462569560457888156387470572533650050422954645597612573919384011367260987226446276769536109586027233352283106470;2284722740619495502619263003674627412217993644436758594145072675189908078092746874997508256852550355368638137379950607518122140017694792434435732569296484516457087017538953662303587021;11.140625
371;0.00000000000000000000000000000000000009380116059354039210732046675865874006004366126013825787468555707737285861546623185831901334920513648814035632757108770879073575772268499557676982618755083233735782709990249993175561493374333149995173269826154626688883327498172759904951374465171615594434510928802290993849561351846891376257878102521949837538084359163926637532632046791;12231915010885549601346364959462175635851006957620374232525484634954401128203072169177855908202953371652247884683005041306155117311485005817214331771;130402597723592550632338311750373705244022647189159287468844298704520218929863506150801727199799381487650605534068427659481403405533719068761087829632970082353335187659532439824578877976;12.437500
372;0.000000000000000000000000000000000000033443016485718562127471812091287792791132797966901194231878702419065403017644118587587756165578126093426144071040701645509840527584165034076722852862454095951308476061037300619248567754930445948580914135339776706580519664465842328622828441365226542338022110286510338070330975717173409980135866478937124979786160323301843849572888398037;564704201884289800762420225585995140068917808844437422955312949990365945690966477975776262506074850966880005468051684493353863389970155907002939589;16885564199193572649637912199855392094198718888177163976626711825312680700837880855786743951379094460565507881027384074139674469323074840058395849952122154737485435369308636103799542526;11.468750
373;0.0000000000000000000000000000000000000932375337428068905939892053795021058716180826185023213431016047768859406117093272402358314980744066694105851054714446673169729798860061839285649655194972859599465702188242016960471384519168782602801654433711417585024725196109798077506254687807649428365703024797298557192605488765174087002462962796175319960368716243045868466471442111257;30146464587914409574685420622060828180773380644946647691132315879036546340412975661523684355611070603849648254667842508961777689701074189171530407551;323329708302587481736339783360830995046086506824398041568704413884656856897037916730108824331947566516861221919828350738845538052143014664485302807011174982991246780886616272962919163093;12.375000
374;0.00000000000000000000000000000000000000660257961542121651702150258360467993539392874710016907997960972566936786286959409054050938403202735503249390837108933545412572675078316007915560896591636888893213362981290461846555033992529038758362998952211699803610833751238620085706398552917398650991457604050445134987308713448204174684898345902687499705277731065943321387612457120809;34524220282468920640679243138410872125711292684059019943804223862658986339653943008388128786456887838734633003808878466123555224038818094996241952833;5228898747670219819428485066281878011142679181620671138090108212682708382630159699635695098224121463492249180396598684055207391004959304624502544040257794450951942152624043165081108761582;12.406250
375;0.000000000000000000000000000000000000071157453656652177834669213447061742288847145962372376707957773381550557508397543926939811186674348591818713345892419228520073695942004957410686797336769745798798146751472638050641474428789850217878663886672952965496259788806386545432036318744911418740586681641083510313157083377079001470763338782835401875492961065796866395813742323692706;71051595800432915499422471696186187563829545617368824281990099908571512084499153646826323377861414452042241271178000505686359062196166755768470137423;998512343390896953787692664232473639455882032951326804754185340640283457142143060159236637011503995899837962374449152128428562693470723917853692521487073511992751144819752423358602978946;11.359375
376;0.0000000000000000000000000000000000000051306668763642554560045201710310705171534341473773337495347525511283695694141911220323479837668590344270734979104183232108933709051022997000173254973375946541377746059707399293559980999486047993618109330367501597189486823744364724718005666893405011259788456038042584193991246806687116362878359348347157213465972396056409233631386127960876;14707105000546885052526165102461135461237457638029064092771700489671021188610201037002721334154953439938498015706952290115921088281614855337104365655;2866509433364105113211186441393019477110428735108980544796691846906790805128842883733822225987280928828955000111754112182016559703538802717434776123428895855922841227351221088711033945354;12.890625
377;0.00000000000000000000000000000000000008812649459298125735536316218123788438126946706267212825624379055435548146610867974104293151201080723318872212883528693197641376983098486289962251433116593612647037051077341144992415504317109030749301683697110869593887098761305486264147083274173838336560981722388316701363045687296407777039573501730824114529762640829846364875869612733151534;13028219067202943008414195678327057428928548756698084473852420261981093285128802022559598642629549958718335025630644070322742491372807720630424724322816;147835439584596411629145128360055169575710905285368585512436551128162160595952743197532716554418485581743000189759248851020767047684106844104435680781354920815226994846433964787200996205423;12.140625
378;0.000000000000000000000000000000000000019322140284563848506691328646694144207086493543743441417821078481546161023894228747056157591767416527525104506010983645866910390046460449282962996878875597911490000660702970251135597475268887436485599154332275798379438957694549881103846086620325676999901300420513356025791197895119410712688872141834422028667665948284654592221944375530287312;2192418756141045792596592901957840609670165360759743026201156177141587333366260856628246603519924813285909651281294964098616073546312289009483165359826;113466661759646490764716680768966396137380433276193668557663136031225133596041464615850267023331633755263891424373848272485808691062885702693468818017644606924627152831696398190245844721009;11.625000
379;0.0000000000000000000000000000000000000256043237176246735314007206679007890053073695192870650248504251214744446625349523643109754076315703789176099221586260391545988371935942508375868708328789862325358764512275337336830506433808895204527820660308169072787615006100794755330950478455254172348893292164729980896234074032374855211856198718708425124412455433269391608682973873163225322;53054783421893797966680429226671982173407232955481378080888165000345294736418214917317627337124885681408185530750893959444617225596617912875710918735283;2072102509209164064672118533322546825979611035939507995195419235402585958032934518228712433434930228930555787228793154086025587967238888203434508851117236704737216447072152903196577830414233;12.640625
380;0.00000000000000000000000000000000000000007987215416792605872782329012041201389871823630698462124030622838863915116525713115704098699775367458085802808273330773327797933718711611255050075983487645284167743018663052723912515560068125972506415952928013187993407036420527214866292707426842131012163722103318877633773098690660104874901434630246244711033281845526262562561446301023255795;300722939717380455304395725433025951761745186431169153748328756683217513477249705831770112854264612625903394283740037723700636344388743596780449028320;3765053576558481786954624898616371263658113155640112054134243089496477225007906079843541870133743250777301976984793628204858866112200660358583807545148211592514341088677037552785654108981783;12.093750
381;0.000000000000000000000000000000000000002320299045014245853757950218476329812759825654236854813391541281670936006120425430340363484398135242676905412531664527234230343014621319591480084725659003377082462373482671088548099899126855154427606857968878697475401923179940440223810738918952658909880706380188696112402203941731115196185716434057711787129047756808435921290651708669710948498;3614129543073449059662603361131210222102575609827431597834103918564610907214263142866360499935583426684702349927389276878529310619930701906835640292409;1557613683822060756358882254974337117134545265135330718174540315448360888329824281136430061483544229128445524302159462496262434250963741555726957479933168800296322944910102657080248417549188;13.062500
382;0.0000000000000000000000000000000000000095921914688266264856915592990723434580675273976763365629119283692609667052474417611384924200658391575180760391134307049723338197764855183580045900937228704649094552051474472358658410794206162601082637471413418960202951809637581992069237896435506563313203210659553946380946547389524302647672063862453713165251764211845156306177325784395059257389;40608434941716611934363533576848368823630912258967804085370441216374000172913289015769598886916484911958098489531947218773363458834370452091954802530183;4233488778209728077898431388037846770792346330723674152255551676746462854429166139040353686095530338685113475271163685348156119735129365336864521936758127231391210745329310008172328728958436;13.937500
383;0.00000000000000000000000000000000000000476433073060762074571432420739397626441553438127637822578096545244773872905433708133296224235058700686445384319518074226223674738402021576497084185341035454226318437525814475525906893832874050791461474884136698060692928024950945981631366302278740733200199728889569385024375070887034599683110340066724632490682025973639355423916326707221126075237;189984829024131525675086742309043980648797397062662292233867843497907682944671622338630083649928651567827410149467279650759543320372799443801581358160988;39876498876034522836653330832901061964334383114782842039062324487906592781958443420431664728267329670913081536446050233659039119714086427568965480870563401585785491317423333482781723520781899;13.718750
384;0.000000000000000000000000000000000000000688875433267355790414790661181959531646784083195566559985696791206357979467494454677411182030128662994052794745522024427567204850331769311004647389259685470875576434240618147384713603618235379667152127607690678693538865793679929512578529857765685415635952953342873017515053570232325614350496779212050995197834628849576961450212326767618177682601;232982532300443948787476265592620872023061969108704242898970891841322978731412877660300851186595510664491702142361684949282116090103102175304344559198477;338207056093437917652894044908080282358188845450695988138228919110032572332132307162936197941440604319316382698178089270601812745847817438732277159107181939681075229445411535765436646460770019;13.312500
385;0.0000000000000000000000000000000000000048971128905951778512640266063164316583266899901379183718695332739498884455858714573858166991032573274315664943636115505394574067657658501481229612982083585493428602995567203974926284629351729521290959999476847821579489252040990333930554162399965779496316888203596674213306574538206350925158461827103644821093351630867711230016757020536873309671347;5555512955862063546425970565864655357456282120437343231451455823450576432428007056849117388409025580891564584243652919303373999472599730906444262778995475;1134446576988521510346499731579555139654620173405244521563118622770857834556057084440668245678318409540774943518709674195607626225732431671128830357320754660010479606664155106240629551115657438;13.671875
386;0.00000000000000000000000000000000000000893934118398342784213510527286875281089748970009109796865368776268875320372099686465333842748362477091417748884492037124193635560164832475414444190350396164743633770026492820972004948344116612011696456791383703169610308139170152858152006932067347238747840210915691677628405862449688134401695584735081810512668281849127362878159630741598995917257328;55031617105018849873314293602206134580820676625107636797249856165116983411607561226113152300681557667359132610390340578336438406031123288917202286878913947;6156115531603013262027268995503612440243901812009130628687754343567067326073018488377995452665154577443510124239352082814978914115116404118489973319045112494300027702442655696368970992216263144;14.109375
387;0.000000000000000000000000000000000000009437289672929203943490591950717064621222062506245245719429321687839076993420788452370892726237404028504942535123344934285442446867281542861839972253107308714546333408972784287714359485057149423904465852722641416695142332156681516643422400098467164808957784948876096980588651518718570654745115888468740708890121914782104328368523294068101316844141490;33916347051870766822855779920596542201798640619161707300909577766459598484962970239598869652415778347244491603434270667657952338992182656348216415129793477;3593865212080917578876722512268065053269875733729473260466676170556102903456637905197411567530538867358735414140133913874300996765963427718712747190604047122569631996051219344182613884655150710;13.968750
388;0.0000000000000000000000000000000000000069109495698331526783145532406070732847505034336759838492148061109082118533965878535561148063595596699229744205822352411758676316296478449181867740645854966863400768291084828054595672590315908108721551968251720676384565804076578161088840369880454964547105817410549540921071050007378768915396618686813302370772970350148230502108988778417756922949654141;452324148643467467071083791226011640039977817132805115840723100884474979197314884458129814272864706205707666261933063102895570292191522149844239977700183184;65450361643195680939485554191210681543159142290041653286768415125682353214296667925603997466674493419160696080993066591600960448573272179217129224022287563298725691247384044226796787136428559627;11.890625
389;0.00000000000000000000000000000000000000836038860380102929349985948490798190929204389031389940497649292882092852008704752467659570675961416057485408073516461973534765725847971705798171912413635491967572858479831507476248783452247738034263492381813362960730240694239096589232295841092405871529163660498412477739434678931704059324784106577235239792189550926882651108719563639108509832084598090;974029625208916099032146078997332322567931912317414008223887085650595731773811877645743909214961720814427050336345631199376334949400894994950708513621945639;116505305120156259413861811449951978521307838925757833075450022376326977275811330796050871286486121113660222457832589995954260041982630350325277537013606826171061338909952993611672685346131461964;11.671875
390;0.000000000000000000000000000000000000000005823250006269860536069320087782094408019545341930697534660883794758749311387681684538850839311302078070302645049866527781340827969095418799909413302528666562185639789240950245511739616082380841128685234635481977730051536216319398809362575736204107829695060120878305322360176062733304828289129005352810137176909024456240164950943359621669586131600518;2036872398253378885919845432419501987947955583480069445441615054172322236358860616963595208091353746028590714175633951013219368602071860788321818239549579;349782749505909900587287249741153895808487173684802572221473246855903318799372073027872682565988237056697085531581446510636139109182272841894621208718396042741644712798483975982668943157442857233;13.093750
391;0.0000000000000000000000000000000000000009892350057688478517609466970769152769254170261735683661082722858669176816828264689951131009873473098057280836900636238659155657551803718098858836601607739858471092560441992004955058127302102549670102150187843358132146695836576631662562548135004311526673693417176776499014280025791883701137112536540410559866044573203644512874845526890492332149910645920;1407217784483204555606485599537050268111143399348896205163890396444735358159929138657386630717777500483571809431524972789937915475156677628719979751042883253;1422531326001241132331119254723879853270654854355571290979673889210596738877800204288595650608972480744912182888443720999024240468037827209338575466126572580008193992524464332408695935641238733851;14.000000
392;0.00000000000000000000000000000000000000007433026085948759381438026353617722288550217910815513748729550457245480508530499874139509856626121122143489669403324711450539434287623948133892697577237396149972565015701854126153101207359014737565702317673976334720417103885486860307223097803316376348686295576004022591528924982323254651668370217512151388423695177925751968342200230181540950316780763618;341645123635977880351432230626674244294279778544854537976398589402959543392635760337442412676255433800031332086193517805996144576824207383998470898478667158;4596312722241306814934153399313586435605941842593249113884042340622307715014856580411178082997648976921522622093381132972038034566597377482672838473859587759415331823925606234000204268939686475579;13.015625
393;0.000000000000000000000000000000000000000309833620177995594176725561177939893794851722370691032409637628224285180076823326251033160019313670532395552753334884021968385082125940627375742866831246580124952755566705988368060080076095756375378838707970978811588627654991412273918382167228558331396715796151465657225997429412217548101970042906681990485207081204822053947437936590159725285259018357053;4394038999260400027843260234614604925379207401258210172738432493290818222673134025095528025278948810132677544968874630041575991620936538152170391788153611026;14181930923881271523967395220444591799352154400595087223726405457214846553097253928418267310773301218893265506837435914482779853579292240040779853865470477377244555970954431444907496149602509508719;13.671875
394;0.0000000000000000000000000000000000000002130048520595743261439105110059713993927008012664049816670837249066020919997005537346066668150680744073683865429068030264290150614492278408145272370279720786439836580875197297388131015303316103333320063085773522923726354318515435389193436611864663522669039879951627317348175358133011176707806116783846642987867389347038437512147302003314343373037346414266;10259923509740787582509475302813691950186773909443266588173964897771166434261963713507316946984303730934853384373738632634499073350136602646452151822303263992;48167557736530986572821065840551940404107078182080310753182332517296164868871491101055219962762483830023240577949554412029170213577213612909625312562879554527492191990794647834915547266362766480943;12.812500
395;0.00000000000000000000000000000000000000021660578797320607333619777542165597283169049382337214464345512460748109947391344937569958076182633813235753162439603210669798771069738934695429399007750352814313087222554082503503400352101805416005451542804032801535573009044967025857594767579892384823811830541900179603678021210614841644926085550962748597961512641772767653886240355568639237156432487932769;9607685950595294280789137305994021690191983875671554267735145377530161850756928467821534111056278147584581526626921411694844951261781344161321997433824895431;44355628907680692950219593236450703096574542986849846956503760250430429609822609615983849556508373681411789961389756456582298852525855533227246206983698826480229030176545724247647682026668879998845;12.828125
396;0.000000000000000000000000000000000000000006020242218019657372878608028642432366874254039725697075639351348491213171127185399153992301890510375425774836151400071617324195780244793586794283001777979620888690653738171593580666882656353764812169330582800984768697518162676141598293960343966869066172740219166659179655701216654422549737026347697533205646907925722461575923563570236409050235745029679389;1683193690787072555398814374151489368432710309142746500355854640008523465999734165709142586667672048734051496804454305325005373057528540620997731898236193767;279589031442783814176922325993801634681897590253232548816031186944685640055799590045238201320003320607648582501835256855189798335656856204147901540905423935250139343125785523470262265444848156895653;12.484375
397;0.0000000000000000000000000000000000000002083931253143432631580270131491114544434063260387996830257939804227091760289390748206672420891493900306250436701474119504666587511383713774264214536117559472624879665079703446134399576744847947432084062301875712743581581663962428251839747664154183934832266266149523679100090581771632643626706382767320448860496171340160523019519308089860050823972448169546899;428253206344134223443315947738152676578776070493358082800040293477096845206957260775621867452453968266538896811399606772108018140721371709529490644430680182625;2055025595005357168265824106535958457637896616797121741124264726434939811534903476459962108246867469574049358105630794952672882281874663903639365101350941416006068023505075018877503394057885900790114;13.062500
398;0.00000000000000000000000000000000000000008362073304821826793821578170081830388286576998260192281315547361660218773262873944377021599873685021545567715463649703832474785531798598557628920998205949865138290857369870728480386817995220261866631547457585765550659145616467318128885848871659214893255520704996379844662227940026409429397402987736332315193540970300516180157801706348648032836433096398614617;415674587804002056149972687399321721009671869589467487336087408458553601792250035363638498062512840179536929765115073176077632737030904608890185705061268861841;4970951253970847118479536101212763923716436493835702593641182522424210385004172135740870107920315479850632084911839968912535990794156730046132696631163356346778447223257178056579757669788554270797807;14.234375
399;0.000000000000000000000000000000000000000292937346433494499861348781845133967889856961804491622248105348271738023775493984505939875471595077908523878026521251288123896924918940649326390303773022851216415253291339024286819980155183002302146388357193014528196223048713277187429551152442078894576715881339034403970014127273826278852595690550238872306104460632098366616445425902586441242357035821550782118;5439937753665007260560638049551439270128401208425678646580993168357139019007365328458110080084474175095777134925967120669652364366281930648245497631829520350695;18570311433131094843693937738995627677263388904849704073503537174249476575946387649807398076581273161696249067290348292667443041056141015006813735860783134492025561672337323887633896211925817178146357;14.156250
400;0.0000000000000000000000000000000000000000745109973693015044235913350293262143321734977896560567633909085947565222137574027812990651088085960790174543371527399471811717173151828869244798538778217320833440722538290343901821448189106609212539435227126308288010054977677260492241836492579134782752160975734490341696403956489645001668030200346237827466640952983209686960964563349279296843128003561481919683;4983074216256198582708929067530628720866540019752647563448110315553400960665742294716222670402137381534677749395904918941641796716590274974919290487170389046297;66877030132322759598295060498287957875429002312296001130045201083259771454389546043620747026366218380026836713136570834297953229809881488513403519270035072038152665131482371831082806164375526483348642;13.171875
401;0.00000000000000000000000000000000000000008216520416098335784871471416612541547626903805849444859806635515770972658850203329644680917953418784988687083448354247920915067890981775304727129957902982889121938829181347442321941424676357013296652661274626162213223079489958277696878943228618670530093179654762085959263208438406689723318211479440042903681448942006689245675833883568664677309036800180539456572;4834713705049966299652492350426169110738025178618158497229159188675008676968461966195556606881023225521100367445073789964877676641408466469394445360871489419078;58841376400373617356079702807364805472008494814312889086981367965950525497294873436666343224177627890596557278392598444570448390640742179410319996871790453101645167333054534678460159447861147205832805;14.062500
402;0.000000000000000000000000000000000000000090417009087152154154606916733014728201006599996864619539728781302973922744681244492474918765193971022139011073752891296606134122863590331775334072523795892630710711502974505760379346012271212543324735442437664416022236529671669297564496971249237240479339738860356910464962341494676954642269072533904901637493068565505213020548616964448065508508218792589101885766;63349077392385447402073442737375968951663379046505512751665213275134572020362498942164681829277741571921955777219607041184552896224056765658730894179324821742759;700632303943208659369804127513633290693386169838014909892552343024269706302528711158928903719945245932759902660666933589907436381146756551520159599194394602575524542382245035823271529522956876513884167;16.390625
403;0.0000000000000000000000000000000000000000313332316561459109899896543937070932750776629192694424920614868400695320835913475416989841790340825964836398373680107846285818894898140631709171813105401434680776409343569790720426188366953426729279729877892555211603371572696884222923233127420433781731413351302655602368757500863456677717762784129001512991613274234019386496998421667575264311357968587965832825767;44890328429834127417299157385928514683745874945344953573349586936240199876608364973089004766902491589116854628087777961163948272233943990427835387545723868028052;1432674705324531572879266960770544575730206821989806187144499210631545939829393778990185839589098378941335988926582504134059547310093979498822109499420227311648538620227400491961779307289488762665617927;14.890625
404;0.00000000000000000000000000000000000000003068029116054589744830976635650739758475953947996604763658897956594435372675813810948984010864408115871103497042167066618268030134322426391302794181328582934952152849322170611081250298473461067705629154863069214539542477654770936495455374068841441938085496332882128219998825298363368773551588093385746339533971656710039063898052923819658647602790619949524922228071;78436630784871530686712997576241845341692336582838907064242777075713178137205395905822515483968656314955971988463381519941321814054888859368070412185517010108547;2556580391444886795351535713686310559101578762492197900822515321365743072113708420156082769309337385285006635301083774603801844679141114925332795824208100735680164335557040541094932900866061823192483945;14.484375
405;0.000000000000000000000000000000000000000083460334183622602036092220992847165157436454793475789938401487158896934443645615132785629521362517330262535236854542487408656540044341790659920727865232206430877886756719139909425578509497800809407136841796171135555227043937771502424297949791162080927834075935024113764422232024562581363373959260911211608488514303768033882697196231250089411145522697988100645798555;1462074507847917329912957188371216925006915176304706955610976135308802919148287733782779007015727179235942188979602358033722536298729248239998492656323532359035872;17518196184443505384805891137784818055508540895517206759849328496100182726295851145719415655481103366040342666040448824094839897250925640224810859262284393560128779817878805725251340941604349333500292361;14.687500
406;0.0000000000000000000000000000000000000000362060185703734909633225449721430038819416426617851491476658315691418451021599723057536095525576701395995151809165666448979957025963615672488270476247061834339866486116550272154106454290427266025529652711553319208202192129998780994169201774255951906435544697748141265356344848053392882015085272588662051293366540045744068508109317905978226749499862744727463162570443;557432320757283318729917189456964681800125455669125083771504264996370003614981777250011764437517585928137977693531078755756842635588147960174315413011866592788667;15396123152116391511379614828222877017128486615347103736905027513917902803512890579321610790746621839608790219484868236209748145711814392526847991483908983703226856454231353728872071187475880955900429918;15.125000
407;0.00000000000000000000000000000000000000005774304134703531365219242534181923264973572937978228837715840491028484290392490308817255484261033306904993844734305213354421717170978946363965781029795752887293218535576987830419225068827168598752190355780547076638197934284759042100215605230618933563527555603627281699212707425930340639107992080465647135424565284933481301610677664829406555967096716695758056485184516;4607184715141587954151697281863024451572771347484579543286071634115857247094956003397769469643796992327815834707990248987385679063658048215623183322159870048093059;79787704417099143188099101280536323046404926081677747029059941903538411823299090289934413248080865582355819733082381516531865201963280678115953707902228057699058720287542301839017640516215012431003483674;14.453125
408;0.000000000000000000000000000000000000000090347844138820486663086214138184265666540459088207509500468052342212637978184601408531115948386738534790415924399559033004037179861476095059882241448636102887192334741706718833786731952007220567407797983114874389689059734328041362511765774399398469490628450461252299702157246205449117708641718958216902963423637621490088879681122532400182013062713690592463398261767357;31355749460359762479549888671374594329472045779514574337958373873581251433011970091286362707648156952086457209840214403899872785485293060245787463296094265514176519;347055867898533339640022071097384424397615144207618209771854560663147394088803532201339865346720749646169235077853020728979056568230058475972313488780945540443548508412707201598240166409825896592981336763;15.765625
409;0.0000000000000000000000000000000000000000953072985959387275854585418893974181716593425035408316269545702581174549756476374044534645024406210962931349839513444844794583141940642133809386243690989004440495774032863022477729579908564780699114470254123407782171104178433398424416219106988610939920237471553872493055697512387947403622104670174924644682895564381431669480193892895019468659493727720832397429293245656;121726966336477184993069415631613280559742051877303568080413577068032227451320889059568767063338467856831078264571802088594808116820452455709643232173648349851357135;1277205084287891701607833926009138077083529094242421550783678818447141041547682895861963059506040786999270961460079511003240244400566323047133816578655370668871216649044774054749928101105304826268464013318;13.968750
410;0.00000000000000000000000000000000000000000988971003007411974789233712726513098344328479531972875750327906366012973749656898210450137751575230832426240011152038679072179682302009874852877181351505620944010105838258551736325737500577887316064999219974693826033372268341263148869050681247646406840170593769899162442755053027022246504152382219505663869816894770222639566426583758596767220932706907753289259505687748;27230247578896541163628751497235121572321825840316254387610327383588759739627439083685209876343770509799156551448504847204841959158784668873889237096040303606207324;2753391908973135024211307626494241939284470392517222566385572838826075497877880423669309938629566539146839947751934196445095665691671239319987352408607036291603566389378808581562138443173605350397796310193;14.296875
411;0.000000000000000000000000000000000000000007406123206957067134979250348213624329119428687727830694624848753779026895344211432428420339956783226326055673130485355123100442808873540670230971107431703370275625619924467357145279469267914091357095493139776570582337636353618973624052539391401247554527096708252140911833501193257893374700590771234331008296359634843186934438494363427750151408934704363627189449011851482;29315528971879141824924235954404793845328923624529808300840808616346711368436182348504874700341951623906268097591400897344361850979214533253586585166860356928953361;3958282647031999644604783096261637215686059833432492102888585811075376720357815892537561159259093712283720025722468743646060155488692256294563122872050418479712752790409795116509279179490167354801711330378;14.343750
412;0.0000000000000000000000000000000000000000075901590348863381951285238490324125409912629391731147455845064329828864166691922725004152551694854814403114983882508474071379070061160531692572934479534321327053304492207711002653704685411021274230952828360134432481027449881751748863417925963933566632393205135088990647924035264803297190216823171685995171614049191770861228600150150982564027130947820863643219937005476349;88347220147025800982157673963812994843471286461492981854046969539806516150060733630960225293492758831626875956724311083428806209534738888351148458663183795700045911;11639706064254922555992840882111819715142882468421119065953596956556111903997522201000600302805923751250643810758786463079793668799655645394303113054603584719415831260783737863130489848153666890446159246161;14.640625
413;0.00000000000000000000000000000000000000000144289841235062391254007643314460516414229530201367080229105841913646285697890683304815149548889391766665253086579119013941071368144741191802794134400461163211894779776376330197731219128710787841613724183673120471466784236126424075100815616846285090271426421533403581342658670514706927635929573052971682435986904252556450529829736190593934647221518033670839135565184594560;93512408031718069029545444180821643440067467103094150996266938671091915269798188923688207934958425275720229420408774794433462793731393410996455821458911184504697682;64808726124645967043301320064819558105166945611751893790444295455996090379313829661737831596138464696797192118604414787700630325394057929709432634624016020990310141224326115185604799666983217578766920704767;14.984375
414;0.000000000000000000000000000000000000000006656277279013135437233220718861839207445915474926399284532543859647290593453875778627656702062921775081864655592481393715296979505450350302179232745520564849930152765021357982471203294353100925433996540556220508665529664655767316460532955677493040099534971484444437885207971486650419093171108948016552013051507646318129531603048824964759872437547996637332849055417965073096;4588599213433678291162817731282145014676875295494257832617160333804291687507419394218586704783299056812791630083272810996361218544027809868070343410900230368597200931;689364192790055672660867541387665090075031017917429331028296530879611328940053429593136790625837119898695267106881732664961780631672507224049522476524372484310822331714210772957700727938575694237030324780332;15.406250
415;0.0000000000000000000000000000000000000000098488057944771018895951446897687257404466672425892934718023451073841093287913915923713520721336344369720334362840880553089731492434514330229007093605803801820900048721646946645555113190669170522421290577784344866647101892057996146585213971752947667726703627964793219308115194123446924617157726227529736352304330920491735703603451352829814015236993558470883049478256799377554;11794921432432999710475902988910075264199791153229837573716521354355115124904224205667056405825653151929947833882241378337064561716513866183951541774030413358664347579;1197599148421346452410973640007469799918073340134173411927057926309765598117841993259017425798417067004550726718757770580499396533242235864641114077367928061376568365608226945462246817689279342664533822389408;14.093750
416;0.00000000000000000000000000000000000000000628678099512126419259907972290493759671008268036172803725751015061025858138455062421171355842923795717389782389542720904024974534599877227963575766808665386027199606765075430827477305897291493432573234002149013603292011282136027716478745057203295020837192120992436993376298606584361755433283226724825041896574092778264268454805248541184332134978502885835961615367445643699934;25449891408219831151528133007592095247390533799717295137666958995236589638245849442580966101172193656251117397825102716021912011755208044019308516463928965584339529039;4048159372494402339795550980249297788470273520664106800976946059420466860565527324385378690273551157121681336099502178318070771688251910676422214135106429487190875947144597966541753817682271839282482619958003;14.718750
417;0.000000000000000000000000000000000000000007392955721227888085273360994947466653380622551279079170281146418699571689506978809016095806403011237601338543058111296946005873356928968618814806645267368237057041244475377347693258409025030522963438942132015250418613079782440620155815404888852834399651756650480888281860976463068495467323460244441350780371317052361802121978203113070546694403477872158998384678655193021411109;160001475083617042105113906547655485510374653249595192891695592002381771156991126619118130012041154784208735477307314547310212797365580213749744479181396451712153526397;21642423019550097987461289011828562528706480685584315536869687942258326342045269590698928278078613083346688926450084202700504207764108604525938833570003131017589581312196567937463692850264357033337538604421117;16.500000
418;0.0000000000000000000000000000000000000000075487813254215502391047516324875081779170161913200403192304786836621010183255642636759550904908579823405649641959195882494617074660128033259263470625446288482091025080211471389202480709635896110127835019261134050517680748542176281318155230096790339947336566442771792637089929410942474954614452609520020174110056330215601469689738720794801877049761179964584967673644941138547022;151513365775389724611522766860382492161173855223034774151170917140234901991912172880323722944778091062676421810899627516385822485195961191416259218517465218084722570957;20071235242322864690479538520381242439093426629552601037840241802369430815492193795099050544322477371303083007747610498359620913374027137339719703562145566605674792087582607427132216039273193063700053331807750;17.578125
